Views,Readers,Comments,Recommends,StartWriting,LastUpdate,Status,Size,SizeType,Author,FanficsTitle,FanficsType
2036,259,60,2,01.11.2019,01.11.2019,Закончен,28,Мини,клевчук,Хэллоуин-81,джен
73350,1988,194,1,16.02.2016,01.11.2019,Заморожен,331,Макси,Исайя,Инженер путей Господних,слэш
2003,268,7,0,01.11.2019,01.11.2019,Закончен,39,Мини,Джерася,Разбуди во мне зверя,слэш
6252,156,21,4,31.10.2019,01.11.2019,Закончен,364,Макси,Белозерцева Татьяна,Страна Берендея,джен
93760,499,600,3,29.05.2016,01.11.2019,В процессе,3692,Макси,Матемаг,Иное,джен
858,26,0,0,14.08.2019,01.11.2019,В процессе,334,Макси,Trixxi,Золотой снитч. Во власти страха,гет
858,92,12,0,01.11.2019,01.11.2019,Закончен,22,Мини,Nym,Во тьме,слэш
1102,142,32,2,01.11.2019,01.11.2019,Закончен,20,Мини,ULя,О некоторых традициях...,гет
716,87,34,3,01.11.2019,01.11.2019,Закончен,4,Мини,YellowWorld,Сбежим?,гет
2301,277,28,2,01.11.2019,01.11.2019,Закончен,27,Мини,Крон,Меньшее из зол,гет
2604,301,62,0,01.11.2019,01.11.2019,Закончен,6,Мини,Хэлен,Одиночество вдвоём,гет
877,81,31,2,01.11.2019,01.11.2019,Закончен,17,Мини,Stasya R,Когда любовь - волшебство,гет
1194,183,8,0,01.11.2019,01.11.2019,Закончен,7,Мини,Хэлен,Секундная любовь,гет
2067,278,39,2,01.11.2019,01.11.2019,Закончен,18,Мини,Rionrion,Любовь нечаянно нагрянет,гет
2250,231,36,0,01.11.2019,01.11.2019,Закончен,6,Мини,Diabolus,Другая,гет
911,129,41,2,01.11.2019,01.11.2019,Закончен,7,Мини,Хэлен,Серебряная свадьба,гет
1654,234,39,1,01.11.2019,01.11.2019,Закончен,8,Мини,M J Jason,Моя Семья и Другие Звери,гет
1243,108,46,7,01.11.2019,01.11.2019,Закончен,16,Мини,Home Orchid,Что-то пошло не так,гет
577,96,24,1,01.11.2019,01.11.2019,Закончен,6,Мини,Хэлен,Не пара,гет
890,117,57,2,01.11.2019,01.11.2019,Закончен,6,Мини,Хэлен,Allez hopp!,гет
403,55,13,0,01.11.2019,01.11.2019,Закончен,16,Мини,sainsbury,Та самая,гет
437,75,29,1,01.11.2019,01.11.2019,Закончен,3,Мини,YellowWorld,О любви к звёздам,гет
741,107,44,1,01.11.2019,01.11.2019,Закончен,4,Мини,Хэлен,ККК,гет
719,116,26,1,01.11.2019,01.11.2019,Закончен,6,Мини,Хэлен,Вовремя уйти,гет
503,88,16,0,01.11.2019,01.11.2019,Закончен,5,Мини,Хэлен,Миссис О.,гет
1262,200,42,1,01.11.2019,01.11.2019,Закончен,6,Мини,Хэлен,И даже Буллстроуд!,гет
500,98,14,1,01.11.2019,01.11.2019,Закончен,4,Мини,Хэлен,Приземлённый человек,гет
1564,172,19,1,01.11.2019,01.11.2019,Закончен,49,Мини,Агния,Очень странные дела,гет
3715,296,77,5,01.11.2019,01.11.2019,Закончен,42,Мини,flamarina,Забытьё,гет
565,83,33,3,01.11.2019,01.11.2019,Закончен,3,Мини,Iguanidae,Не бойся стука в окно,гет
774,106,34,1,01.11.2019,01.11.2019,Закончен,3,Мини,Iguanidae,Финансовый вопрос,гет
633865,6511,726,6,06.10.2011,01.11.2019,В процессе,1018,Макси,Jane W.,Ледяная кровь,джен
558,68,18,1,01.11.2019,01.11.2019,Закончен,6,Мини,Savakka,Встречи,гет
678,87,50,1,01.11.2019,01.11.2019,Закончен,6,Мини,Lira Sirin,И камень треснет,гет
1755,182,50,6,01.11.2019,01.11.2019,Закончен,44,Мини,Edelweiss,Пропавшая,гет
1331,211,20,1,01.11.2019,01.11.2019,Закончен,10,Мини,scientific_marzipan,Поездка от одиночества,гет
758,99,28,1,01.11.2019,01.11.2019,Закончен,9,Мини,flamarina,Зараза,гет
2201,203,65,3,01.11.2019,01.11.2019,Закончен,42,Мини,Some An,Игральная карта,гет
1940,177,404,5,01.11.2019,01.11.2019,Закончен,9,Мини,Alteya,Я найду тебя,гет
762,101,38,3,01.11.2019,01.11.2019,Закончен,5,Мини,Iguanidae,Стремянка,гет
558,73,35,5,01.11.2019,01.11.2019,Закончен,7,Мини,Stasya R,Немного танцев для счастья,гет
538,88,29,2,01.11.2019,01.11.2019,Закончен,5,Мини,Iguanidae,Нежданный гость на торжественном ужине,гет
406,71,12,1,01.11.2019,01.11.2019,Закончен,3,Мини,S H,In spe,гет
1590,268,29,1,01.11.2019,01.11.2019,Закончен,17,Мини,Хэлен,Двойной агент,гет
821,123,30,1,01.11.2019,01.11.2019,Закончен,7,Мини,Хэлен,Примирение,гет
859,136,26,0,01.11.2019,01.11.2019,Закончен,4,Мини,Хэлен,Неудачница,гет
569,95,18,1,01.11.2019,01.11.2019,Закончен,4,Мини,Хэлен,Трансформация желаний,гет
1039,84,56,8,01.11.2019,01.11.2019,Закончен,29,Мини,Клэр Кошмаржик,Шестьдесят четыре такта до твоего соло,гет
1951,260,45,3,01.11.2019,01.11.2019,Закончен,28,Мини,Богиня Иштар,Лето надежд,гет
558,71,22,1,01.11.2019,01.11.2019,Закончен,12,Мини,sainsbury,Развод или всё же нет?,гет
837,79,63,3,01.11.2019,01.11.2019,Закончен,15,Мини,Daylis Dervent,Только друзья,гет
720,62,25,2,01.11.2019,01.11.2019,Закончен,13,Мини,Wrul,Метаморфозы,гет
581,82,39,5,01.11.2019,01.11.2019,Закончен,6,Мини,Ginger Wind,Трещины,гет
846,113,19,3,01.11.2019,01.11.2019,Закончен,48,Мини,Агния,"Дом, который построил Том",гет
3971,282,71,7,01.11.2019,01.11.2019,Закончен,30,Мини,velena_d,Подопытные кролики,гет
527,65,28,2,01.11.2019,01.11.2019,Закончен,8,Мини,Stasya R,Сначала,гет
403,72,19,2,01.11.2019,01.11.2019,Закончен,3,Мини,YellowWorld,Правильный выбор,гет
493,82,24,1,01.11.2019,01.11.2019,Закончен,3,Мини,YellowWorld,"Фрегат ""Гермиона""",гет
636,103,33,2,01.11.2019,01.11.2019,Закончен,5,Мини,YellowWorld,Несколько простых правил для друга моей дочери-подростка,гет
380,59,21,1,01.11.2019,01.11.2019,Закончен,4,Мини,YellowWorld,Это лишь на всю жизнь,гет
562,76,32,2,01.11.2019,01.11.2019,Закончен,13,Мини,Kcapriz,Зелёный луч,гет
529,77,17,2,01.11.2019,01.11.2019,Закончен,10,Мини,Georgie Alisa,Ее личное чудо,гет
758,73,42,2,01.11.2019,01.11.2019,Закончен,33,Мини,Наиля Баннаева,Магловский омнинокль,гет
1156,187,26,2,01.11.2019,01.11.2019,Закончен,8,Мини,Хэлен,Обещания,слэш
1143,146,27,1,01.11.2019,01.11.2019,Закончен,7,Мини,Хэлен,Сломайся!,слэш
709,117,26,0,01.11.2019,01.11.2019,Закончен,5,Мини,Хэлен,Главное - участие,слэш
1091,161,20,1,01.11.2019,01.11.2019,Закончен,7,Мини,Shiro_Kohaku,На грани противоречия,слэш
504,57,25,1,01.11.2019,01.11.2019,Закончен,7,Мини,Kcapriz,О встречах и расставаниях,слэш
541,73,26,1,01.11.2019,01.11.2019,Закончен,8,Мини,Хэлен,Затоптанные эдельвейсы,слэш
1530,235,38,1,01.11.2019,01.11.2019,Закончен,29,Мини,Хэлен,Потенциал,джен
3003,334,42,4,01.11.2019,01.11.2019,Закончен,49,Мини,Миравно,Помешай. Сахар на дне,слэш
1521,239,17,0,01.11.2019,01.11.2019,Закончен,20,Мини,Lusya240,Мистер Судьба,слэш
536,77,11,1,01.11.2019,01.11.2019,Закончен,11,Мини,fenyagrozniy,Все дороги ведут в бар,слэш
640,64,50,3,01.11.2019,01.11.2019,Закончен,7,Мини,Arianne Martell,Любовь в хэллоуинскую ночь,слэш
1245,142,12,2,01.11.2019,01.11.2019,Закончен,17,Мини,Крон,Поиски,джен
625,86,26,3,01.11.2019,01.11.2019,Закончен,19,Мини,Крон,Дневник буки,слэш
560,70,17,1,01.11.2019,01.11.2019,Закончен,19,Мини,келли малфой,И маску надменной грусти я надену вместо тебя,слэш
1025,159,15,2,01.11.2019,01.11.2019,Закончен,14,Мини,келли малфой,Сквозь обломки рваного дыхания зашифрую я тебе послание,слэш
650,111,15,2,01.11.2019,01.11.2019,Закончен,8,Мини,Likoris,Тет-а-тет с кукушкой,слэш
529,65,22,1,01.11.2019,01.11.2019,Закончен,21,Мини,Iguanidae,Циан,фемслэш
1246,197,19,0,01.11.2019,01.11.2019,Закончен,13,Мини,NaNa-tyan,Восстановление нити,слэш
860,70,20,5,01.11.2019,01.11.2019,Закончен,49,Мини,Руана Арссве-Геро,Одна маленькая месть и её последствия,гет
450,65,14,4,01.11.2019,01.11.2019,Закончен,10,Мини,Likoris,Разбитые мечты пахнут лавандой,гет
949,175,29,2,01.11.2019,01.11.2019,Закончен,7,Мини,YellowWorld,Шипперит - не шипперит,гет
802,103,20,2,01.11.2019,01.11.2019,Закончен,44,Мини,Sergeus_V,Восходящая Луна,гет
2543,261,40,5,01.11.2019,01.11.2019,Закончен,50,Мини,Feature in the Dust,"Жизнь Драко Малфоя, рассказанная им самим",гет
778,83,24,4,01.11.2019,01.11.2019,Закончен,40,Мини,Тай Герн,Проект,гет
821,82,37,6,01.11.2019,01.11.2019,Закончен,31,Мини,Hexelein,Никогда не возвращайся,гет
295,19,17,1,31.10.2019,31.10.2019,Закончен,21,Мини,Саяна Рэй,Мой самый навязчивый кошмар,джен
2091,148,10,0,28.10.2019,31.10.2019,В процессе,143,Макси,Аурелиано_,Бессмертные,слэш
145074,1166,1155,6,22.01.2013,31.10.2019,В процессе,4622,Макси,Chameleonic,Солнце над пропастью,гет
1358,154,11,2,31.10.2019,31.10.2019,Закончен,8,Мини,Пайсано,Ошибка лорда Вольдеморта,джен
33177,843,29,1,02.12.2018,31.10.2019,В процессе,648,Макси,made_of_stone,Точка невозврата,слэш
2260,236,148,2,31.10.2019,31.10.2019,Закончен,14,Мини,Хэлен,Счастливый человек,джен
313,29,16,0,31.10.2019,31.10.2019,Закончен,3,Мини,Iguanidae,Возвращение одноразовых демонов,джен
15054,570,42,0,16.04.2014,30.10.2019,В процессе,121,Макси,DeWald,Капля на лезвии ножа,слэш
50384,1461,94,2,01.12.2018,30.10.2019,В процессе,524,Макси,Ирина Нельсон,Кома. Книга третья,слэш
5889,361,20,0,14.10.2019,30.10.2019,В процессе,66,Макси,wind_dragon,Не только Грейнджер,гет
19871,559,107,0,14.02.2016,30.10.2019,В процессе,146,Миди,gallena,Страсти по Арке,джен
618835,3874,3166,18,10.02.2016,30.10.2019,В процессе,2399,Макси,pskovoroda,Перезагрузка,гет
1620,238,48,4,28.10.2019,28.10.2019,Закончен,22,Мини,клевчук,1926 год. Рождество в Лондоне,джен
6325,372,120,8,26.10.2019,28.10.2019,Закончен,23,Мини,Isra,Другие,слэш
1953,140,13,2,27.10.2019,27.10.2019,В процессе,9,Мини,Lady Morella,Клетка,гет
1103,111,3,0,27.10.2019,27.10.2019,Закончен,11,Мини,Ainy-Da,"Мальчик, который покорил Смерть",джен
